"manu_name","manu_django_id","style_name","style_django_id","home_name","code","sqft","bedrooms","baths","stories","cost","estimatedCost","link","floorplans","info"
"Express Modular","31","Ranch","1","Fenwick","em139","1677","3","2","1","110513","276283","http://www.expressmodular.com/view_plan.php?id=44","http://www.expressmodular.com/view_plan.php?id=44",""
"Express Modular","31","Cape Cod","4","Franklin II","em140","1214","3","2","1","61559","153898","http://www.expressmodular.com/view_plan.php?id=836","http://www.expressmodular.com/view_plan.php?id=836",""
"Express Modular","31","Cape Cod","4","Freedom","em141","1152","3","2","1","56832","142080","http://www.expressmodular.com/view_plan.php?id=95","http://www.expressmodular.com/view_plan.php?id=95",""
"Express Modular","31","Cape Cod","4","Freeport","em142","2111","3","2","1.5","73877","184693","http://www.expressmodular.com/view_plan.php?id=1067","http://www.expressmodular.com/view_plan.php?id=1067",""
"Express Modular","31","Two Story","5","Fulton","em143","3216","6","2.5","2","123758","309395","http://www.expressmodular.com/view_plan.php?id=808","http://www.expressmodular.com/view_plan.php?id=808",""
"Express Modular","31","Cape Cod","4","Geneva","em144","1560","3","2","1","103924","259810","http://www.expressmodular.com/view_plan.php?id=45","http://www.expressmodular.com/view_plan.php?id=45",""
"Express Modular","31","Two Story","5","Georgetown","em145","2772","3","2.5","2","109417","273543","http://www.expressmodular.com/view_plan.php?id=176","http://www.expressmodular.com/view_plan.php?id=176",""
"Express Modular","31","Two Story","5","Georgetown I","em146","2091","3","2.5","2","88394","220985","http://www.expressmodular.com/view_plan.php?id=791","http://www.expressmodular.com/view_plan.php?id=791",""
"Express Modular","31","Cape Cod","4","Gillette","em147","1508","3","1.5","2","69111","172778","http://www.expressmodular.com/view_plan.php?id=177","http://www.expressmodular.com/view_plan.php?id=177",""
"Express Modular","31","Mansion","8","Gladstone","em148","4284","4","3.5","2","214637","536593","http://www.expressmodular.com/view_plan.php?id=811","http://www.expressmodular.com/view_plan.php?id=811",""
"Express Modular","31","Two Story","5","Glen Springs","em149","2554","4","3.5","2","135785","339463","http://www.expressmodular.com/view_plan.php?id=21","http://www.expressmodular.com/view_plan.php?id=21",""
"Express Modular","31","Cape Cod","4","Glenside","em150","1164","3","2","1","70656","176640","http://www.expressmodular.com/view_plan.php?id=246","http://www.expressmodular.com/view_plan.php?id=246",""
"Express Modular","31","Cape Cod","4","Glenwood","em151","1652","3","2","1","114930","287325","http://www.expressmodular.com/view_plan.php?id=178","http://www.expressmodular.com/view_plan.php?id=178",""
"Express Modular","31","Cape Cod","4","Gordon","em152","1256","3","2.5","1","65645","164113","http://www.expressmodular.com/view_plan.php?id=627","http://www.expressmodular.com/view_plan.php?id=627",""
"Express Modular","31","Two Story","5","Gracin","em153","2634","4","2.5","2","167501","418753","http://www.expressmodular.com/view_plan.php?id=72","http://www.expressmodular.com/view_plan.php?id=72",""
"Express Modular","31","Cape Cod","4","Graham","em154","1430","3","1.5","2","72975","182438","http://www.expressmodular.com/view_plan.php?id=136","http://www.expressmodular.com/view_plan.php?id=136",""
"Express Modular","31","Cape Cod","4","Graham II","em155","1820","4","2.5","2","97039","242598","http://www.expressmodular.com/view_plan.php?id=137","http://www.expressmodular.com/view_plan.php?id=137",""
"Express Modular","31","Cape Cod","4","Graham III","em156","1430","3","1.5","2","84778","211945","http://www.expressmodular.com/view_plan.php?id=138","http://www.expressmodular.com/view_plan.php?id=138",""
"Express Modular","31","Mansion","8","Grand Manor","em157","5640","4","2.5","2","234912","587280","http://www.expressmodular.com/view_plan.php?id=150","http://www.expressmodular.com/view_plan.php?id=150",""
"Express Modular","31","Ranch","1","Grant","em158","2456","3","2.5","1","107478","268695","http://www.expressmodular.com/view_plan.php?id=179","http://www.expressmodular.com/view_plan.php?id=179",""
"Express Modular","31","Ranch","1","Greenwood","em159","1525","3","2","1","107351","268378","http://www.expressmodular.com/view_plan.php?id=46","http://www.expressmodular.com/view_plan.php?id=46",""
"Express Modular","31","Colonial","3","Guthrie","em160","2200","3","2.5","2","94409","236023","http://www.expressmodular.com/view_plan.php?id=628","http://www.expressmodular.com/view_plan.php?id=628",""
"Express Modular","31","Two Story","5","Hamilton 1A","em161","2559","4","2.5","2","142482","356205","http://www.expressmodular.com/view_plan.php?id=96","http://www.expressmodular.com/view_plan.php?id=96",""
"Express Modular","31","Two Story","5","Hamilton 2A","em162","2377","4","2.5","2","104622","261555","http://www.expressmodular.com/view_plan.php?id=97","http://www.expressmodular.com/view_plan.php?id=97",""
"Express Modular","31","Cape Cod","4","Hamilton DH","em163","1797","2","2","1.5","98458","246145","http://www.expressmodular.com/view_plan.php?id=247","http://www.expressmodular.com/view_plan.php?id=247",""
"Express Modular","31","Two Story","5","Hampshire","em164","2681","4","3.5","2","151559","378898","http://www.expressmodular.com/view_plan.php?id=248","http://www.expressmodular.com/view_plan.php?id=248",""
"Express Modular","31","Two Story","5","Hampton","em165","3184","3","3","2","132268","330670","http://www.expressmodular.com/view_plan.php?id=180","http://www.expressmodular.com/view_plan.php?id=180",""
"Express Modular","31","Cape Cod","4","Hancock","em166","1059","2","2","1.5","69405","173513","http://www.expressmodular.com/view_plan.php?id=249","http://www.expressmodular.com/view_plan.php?id=249",""
"Express Modular","31","Cape Cod","4","Harrison","em167","1529","3","2","1","75268","188170","http://www.expressmodular.com/view_plan.php?id=181","http://www.expressmodular.com/view_plan.php?id=181",""
"Express Modular","31","Two Story","5","Harrison I","em168","2304","3","2.5","2","114307","285768","http://www.expressmodular.com/view_plan.php?id=795","http://www.expressmodular.com/view_plan.php?id=795",""
"Express Modular","31","Two Story","5","Harrison II","em169","2304","3","2.5","2","114307","285768","http://www.expressmodular.com/view_plan.php?id=846","http://www.expressmodular.com/view_plan.php?id=846",""
"Express Modular","31","Cape Cod","4","Hartford","em170","2080","3","2.5","2","92665","231663","http://www.expressmodular.com/view_plan.php?id=182","http://www.expressmodular.com/view_plan.php?id=182",""
"Express Modular","31","Cape Cod","4","Hartwick","em171","1320","3","2.5","1","70631","176578","http://www.expressmodular.com/view_plan.php?id=183","http://www.expressmodular.com/view_plan.php?id=183",""
"Express Modular","31","Cape Cod","4","Harwich","em172","1700","3","2.5","1.5","87817","219543","http://www.expressmodular.com/view_plan.php?id=157","http://www.expressmodular.com/view_plan.php?id=157",""
"Express Modular","31","Colonial","3","Hastings","em173","2596","4","2.5","2","122053","305133","http://www.expressmodular.com/view_plan.php?id=796","http://www.expressmodular.com/view_plan.php?id=796",""
"Express Modular","31","Cape Cod","4","Hatteras","em174","2110","3","3","1.5","68343","170858","http://www.expressmodular.com/view_plan.php?id=1060","http://www.expressmodular.com/view_plan.php?id=1060",""
"Express Modular","31","Cape Cod","4","Hatteras Cape","em175","1443","1","2","1.5","75999","189998","http://www.expressmodular.com/view_plan.php?id=184","http://www.expressmodular.com/view_plan.php?id=184",""
"Express Modular","31","Ranch","1","Hayward","em176","1644","3","2.5","1","78289","195723","http://www.expressmodular.com/view_plan.php?id=629","http://www.expressmodular.com/view_plan.php?id=629",""
"Express Modular","31","Mansion","8","Hazelwood","em177","4424","4","4","1.5","154470","386175","http://www.expressmodular.com/view_plan.php?id=1064","http://www.expressmodular.com/view_plan.php?id=1064",""
"Express Modular","31","Ranch","1","Henderson","em178","1559","3","2","1","75146","187865","http://www.expressmodular.com/view_plan.php?id=139","http://www.expressmodular.com/view_plan.php?id=139",""
"Express Modular","31","Two Story","5","Heritage","em179","1870","3","2.5","2","110755","276888","http://www.expressmodular.com/view_plan.php?id=185","http://www.expressmodular.com/view_plan.php?id=185",""
"Express Modular","31","Two Story","5","Hickory","em180","2619","3","2.5","2","162114","405285","http://www.expressmodular.com/view_plan.php?id=73","http://www.expressmodular.com/view_plan.php?id=73",""
"Express Modular","31","Two Story","5","Highland","em181","2458","4","3.5","2","120732","301830","http://www.expressmodular.com/view_plan.php?id=22","http://www.expressmodular.com/view_plan.php?id=22",""
"Express Modular","31","Ranch","1","Highland I","em182","3597","4","3","1.5","136433","341083","http://www.expressmodular.com/view_plan.php?id=1072","http://www.expressmodular.com/view_plan.php?id=1072",""
"Express Modular","31","Two Story","5","Hillsdale","em183","2132","3","2.5","2","103714","259285","http://www.expressmodular.com/view_plan.php?id=23","http://www.expressmodular.com/view_plan.php?id=23",""
"Express Modular","31","Ranch","1","Hood","em184","1540","3","2","1","77380","193450","http://www.expressmodular.com/view_plan.php?id=186","http://www.expressmodular.com/view_plan.php?id=186",""
"Express Modular","31","Ranch","1","Hudson","em185","1612","3","2","1","76256","190640","http://www.expressmodular.com/view_plan.php?id=187","http://www.expressmodular.com/view_plan.php?id=187",""
"Express Modular","31","Ranch","1","Humbolt","em186","1760","3","2","1.5","82776","206940","http://www.expressmodular.com/view_plan.php?id=188","http://www.expressmodular.com/view_plan.php?id=188",""
"Express Modular","31","Cape Cod","4","Huntington","em187","1248","3","2","1","65485","163713","http://www.expressmodular.com/view_plan.php?id=189","http://www.expressmodular.com/view_plan.php?id=189",""
"Express Modular","31","Cape Cod","4","Huntington I","em188","1977","3","3","1.5","68353","170883","http://www.expressmodular.com/view_plan.php?id=1055","http://www.expressmodular.com/view_plan.php?id=1055",""
"Express Modular","31","Cape Cod","4","Huntington II","em189","2408","4","4","1.5","71243","178108","http://www.expressmodular.com/view_plan.php?id=1044","http://www.expressmodular.com/view_plan.php?id=1044",""
"Express Modular","31","Cape Cod","4","Huntington III","em190","2171","3","3","2","76062","190155","http://www.expressmodular.com/view_plan.php?id=1059","http://www.expressmodular.com/view_plan.php?id=1059",""
"Express Modular","31","Two Story","5","Hyannis","em191","1797","1","2","1.5","103949","259873","http://www.expressmodular.com/view_plan.php?id=250","http://www.expressmodular.com/view_plan.php?id=250",""
"Express Modular","31","Cape Cod","4","Independence ","em192","994","3","1","1","52032","130080","http://www.expressmodular.com/view_plan.php?id=98","http://www.expressmodular.com/view_plan.php?id=98",""
"Express Modular","31","Ranch","1","Jackson","em193","1760","3","2","1","81313","203283","http://www.expressmodular.com/view_plan.php?id=190","http://www.expressmodular.com/view_plan.php?id=190",""
"Express Modular","31","Cape Cod","4","Jamestown","em194","1395","3","2","1.5","74600","186500","http://www.expressmodular.com/view_plan.php?id=140","http://www.expressmodular.com/view_plan.php?id=140",""
"Express Modular","31","Ranch","1","Jamestown II","em195","1567","3","2.5","1","74338","185845","http://www.expressmodular.com/view_plan.php?id=834","http://www.expressmodular.com/view_plan.php?id=834",""
"Express Modular","31","Cape Cod","4","Jamison","em196","2396","4","2","1","153242","383105","http://www.expressmodular.com/view_plan.php?id=47","http://www.expressmodular.com/view_plan.php?id=47",""
"Express Modular","31","Two Story","5","Janbrook","em197","2252","4","2.5","2","106197","265493","http://www.expressmodular.com/view_plan.php?id=24","http://www.expressmodular.com/view_plan.php?id=24",""
"Express Modular","31","Cape Cod","4","Jefferson","em198","2228","3","2","1","107472","268680","http://www.expressmodular.com/view_plan.php?id=141","http://www.expressmodular.com/view_plan.php?id=141",""
"Express Modular","31","Two Story","5","Jefferson I A","em199","3061","4","2","2","121586","303965","http://www.expressmodular.com/view_plan.php?id=99","http://www.expressmodular.com/view_plan.php?id=99",""
"Express Modular","31","Ranch","1","Kenmare","em200","2417","3","2","1","166311","415778","http://www.expressmodular.com/view_plan.php?id=48","http://www.expressmodular.com/view_plan.php?id=48",""
"Express Modular","31","Ranch","1","Kensington","em201","1754","4","2","1","78118","195295","http://www.expressmodular.com/view_plan.php?id=143","http://www.expressmodular.com/view_plan.php?id=143",""
"Express Modular","31","Ranch","1","Kensington SL","em202","1754","4","2","1.5","78118","195295","http://www.expressmodular.com/view_plan.php?id=142","http://www.expressmodular.com/view_plan.php?id=142",""
"Express Modular",301","Two Story","5","Keystone","em203","2168","4","2.5","2","109137","272843","http://www.expressmodular.com/view_plan.php?id=25","http://www.expressmodular.com/view_plan.php?id=25",""
"Express Modular",301","Ranch","1","Kingston","em204","1764","3","2","1","82170","205425","http://www.expressmodular.com/view_plan.php?id=191","http://www.expressmodular.com/view_plan.php?id=191",""
"Irontown Homes","30,"Guest House","9","The Cabana","it001","534","1","1","1","82000","164000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30,"Guest House","9","Pool House","it002","664","1","1","1","97800","195600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Guest House","9","Torrey Flats","it003","696","1","1","1","102000","204000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Bunkhouse (future loft)","it004","941","2","1","2","133300","266600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Bunkhouse","it005","1566","3","2","2","180900","361800","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Berkeley 1","it006","1268","3","2","2","130700","261400","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Modern","5","The Berkeley 2","it007","1268","3","2","2","132500","265000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Walker","it008","1165","2","2","1","138400","276800","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The San Conejo","it011","1250","3","2","1","132100","264200","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Modern","5","The Spirit","it012","1250","3","2","1","135800","271600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Chalet","2","The Aspen","it013","1255","3","2","1","138200","276400","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Milburn","it015","1530","2","2","1","164000","328000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Bungalow","it016","1898","3","2","1","227200","454400","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Vallejo","it018","1980","3","2","2","210500","421000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Manhattan","it019","2018","3","2","3","273400","546800","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Mission Bay","it021","2090","3","2.5","2","236300","472600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Marilyn","it022","2115","3","3.5","1","219900","439800","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Green Acres","it023","2130","4","2.5","2","230800","461600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Goleta","it024","2150","2","1.5","2","246700","493400","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Mill Creek","it025","2198","3","2","1","219600","439200","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Westwood","it026","2300","4","2.5","2","306100","612200","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Montecito","it027","2303","3","2.5","2","272000","544000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Santa Barbara","it029","2320","3","3","2","233100","466200","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Behren","it030","2322","3","3.5","1","262600","525200","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Chalet","2","The Summit","it031","2400","4","3","2","314400","628800","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Homestead","it032","2405","2","3","1","268300","536600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Promontory","it033","2653","4","3","1","358800","717600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Traverse Ridge","it034","2653","4","3","1","332100","664200","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Modern","5","The Erwin","it035","2630","5","3","1","346800","693600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Mountain View","it036","2960","4","4","1","341700","683400","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Beachcomber","it037","2995","4","3","2","318500","637000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Big Sky 1","it038","3112","4","3","1","323300","646600","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Ranch","1","The Big Sky 2","it039","3112","4","3","1","332600","665200","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"Irontown Homes","30","Two Story","5","The Portola","it041","9902","4","5","2","863500","1727000","http://www.irontownhomes.com","http://www.irontownhomes.com",""
"LivingHomes","58","Modern","5","C6.1","lh001","1232","3","2","1","179000","447500","http://www.livinghomes.net/modelDetail.html?model=c6","http://www.livinghomes.net/modelDetail.html?model=c6",""
"LivingHomes","58","Modern","5","C6.2","lh002","1096","2","2","1","159000","397500","http://www.livinghomes.net/modelDetail.html?model=c6.2","http://www.livinghomes.net/modelDetail.html?model=c6.2",""
"LivingHomes","58","Modern","5","C6.3","lh003","958","2","1","1","139000","347500","http://www.livinghomes.net/modelDetail.html?model=c6.3","http://www.livinghomes.net/modelDetail.html?model=c6.3",""
"LivingHomes","58","Modern","5","CK4","lh004","2008","3","2.5","2","245000","612500","http://www.livinghomes.net/modelDetail.html?model=ck4","http://www.livinghomes.net/modelDetail.html?model=ck4",""
"LivingHomes","58","Modern","5","CK5","lh005","2090","3","2.5","1","200000","500000","http://www.livinghomes.net/modelDetail.html?model=ck5","http://www.livinghomes.net/modelDetail.html?model=ck5",""
"LivingHomes","58","Modern","5","CK7","lh006","2230","4","2.5","2","320000","800000","http://www.livinghomes.net/modelDetail.html?model=ck7","http://www.livinghomes.net/modelDetail.html?model=ck7",""
"LivingHomes","58","Modern","5","RK1","lh007","2560","5","3.5","2","589030","1472575","http://www.livinghomes.net/modelDetail.html?model=rk1","http://www.livinghomes.net/modelDetail.html?model=rk1",""
"LivingHomes","58","Modern","5","RK2","lh008","3135","4","3.5","2","721050","1802625","http://www.livinghomes.net/modelDetail.html?model=rk2","http://www.livinghomes.net/modelDetail.html?model=rk2",""
"LivingHomes","58","Modern","5","KT1.3","lh009","1828","2","2.5","3","269000","672500","http://www.livinghomes.net/modelDetail.html?model=kt1.3","http://www.livinghomes.net/modelDetail.html?model=kt1.3",""
"LivingHomes","58","Modern","5","KT1.5","lh010","1622","2","2.5","2","235000","587500","http://www.livinghomes.net/modelDetail.html?model=kt1.5","http://www.livinghomes.net/modelDetail.html?model=kt1.5",""
"LivingHomes","58","Modern","5","KT2","lh011","1540","2","2","3","223000","557500","http://www.livinghomes.net/modelDetail.html?model=kt2","http://www.livinghomes.net/modelDetail.html?model=kt2",""
